origin_location;destination_location;coor_y;coor_x;distance_in_km;vehicle_type;tripfare
KOTA YOGYAKARTA;KABUPATEN BANYUMAS;-7.4832;109.1404;175;Double Engkel Pickup;1345000
KOTA YOGYAKARTA;KABUPATEN BANYUMAS;-7.4832;109.1404;175;CDD Long;1687500
KOTA YOGYAKARTA;KABUPATEN BANYUMAS;-7.4832;109.1404;175;Van;722510
KOTA YOGYAKARTA;KABUPATEN BANYUMAS;-7.4832;109.1404;175;Small Box;785875
KOTA YOGYAKARTA;KABUPATEN BANYUMAS;-7.4832;109.1404;175;L300 Box;845875
KOTA YOGYAKARTA;KABUPATEN BANYUMAS;-7.4832;109.1404;175;Fuso Box;2555000
KOTA YOGYAKARTA;KABUPATEN BANYUMAS;-7.4832;109.1404;175;Fuso Bak;2555000
KOTA YOGYAKARTA;KABUPATEN BANYUMAS;-7.4832;109.1404;175;Tronton Box;2920000
KOTA YOGYAKARTA;KABUPATEN BANYUMAS;-7.4832;109.1404;175;Engkel Box;1066625
KOTA YOGYAKARTA;KABUPATEN BANYUMAS;-7.4832;109.1404;175;Engkel Pickup;1165000
KOTA YOGYAKARTA;KABUPATEN BANYUMAS;-7.4832;109.1404;175;Tronton Wing Box;2920000
KOTA YOGYAKARTA;KABUPATEN BANYUMAS;-7.4832;109.1404;175;Tronton Bak;2920000
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Ekonomi;1773976
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;MPV;1783976
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Pickup;1988400
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Double Engkel Box;2880996
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Double Engkel Pickup;2880996
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;CDD Long;3339800
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Van;1974560
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Small Box;2058228
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;L300 Box;2118228
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Fuso Box;5130000
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Fuso Bak;5130000
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Tronton Box;5666800
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Engkel Box;2601400
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Engkel Pickup;2505400
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Tronton Wing Box;5666800
KOTA YOGYAKARTA;KABUPATEN BANYUWANGI;-8.2191;114.3691;589;Tronton Bak;5666800
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Ekonomi;685120
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;MPV;695120
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Pickup;795004
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Double Engkel Box;1402200
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Double Engkel Pickup;1402200
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;CDD Long;1746000
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Van;766736
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Small Box;833260
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;L300 Box;893260
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Fuso Box;2653800
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Fuso Bak;2653800
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Tronton Box;3021400
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Engkel Box;1124540
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Engkel Pickup;1222200
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Tronton Wing Box;3021400
KOTA YOGYAKARTA;KABUPATEN BLORA;-7.0122;111.3799;188;Tronton Bak;3021400
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Ekonomi;805648
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;MPV;815648
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Pickup;924580
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Double Engkel Box;1565880
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Double Engkel Pickup;1565880
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;CDD Long;1941400
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Van;891560
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Small Box;968868
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;L300 Box;1028868
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Fuso Box;2935400
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Fuso Bak;2935400
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Tronton Box;3311000
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Engkel Box;1290280
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Engkel Pickup;1385880
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Tronton Wing Box;3311000
KOTA YOGYAKARTA;KABUPATEN BOJONEGORO;-7.3175;111.7615;228;Tronton Bak;3311000
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Ekonomi;1495832
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;MPV;1505832
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Pickup;1681000
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Double Engkel Box;2503212
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Double Engkel Pickup;2503212
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;CDD Long;3000600
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Van;1656560
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Small Box;1745316
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;L300 Box;1805316
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Fuso Box;4583000
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Fuso Bak;4583000
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Tronton Box;5009600
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Engkel Box;2230400
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Engkel Pickup;2276400
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Tronton Wing Box;5009600
KOTA YOGYAKARTA;KABUPATEN BONDOWOSO;-7.9674;113.9061;483;Tronton Bak;5009600
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Ekonomi;299200
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;MPV;309200
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Pickup;380140
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Double Engkel Box;861000
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Double Engkel Pickup;861000
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;CDD Long;1182000
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Van;358160
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Small Box;399100
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;L300 Box;459100
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Fuso Box;1741400
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Fuso Bak;1741400
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Tronton Box;2077400
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Engkel Box;593900
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Engkel Pickup;681000
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Tronton Wing Box;2077400
KOTA YOGYAKARTA;KABUPATEN BOYOLALI;-7.4318;110.6884;72;Tronton Bak;2077400
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Ekonomi;893128
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;MPV;903128
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Pickup;1018630
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Double Engkel Box;1684680
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Double Engkel Pickup;1684680
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;CDD Long;2092900
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Van;981560
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Small Box;1067298
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;L300 Box;1127298
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Fuso Box;3139400
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Fuso Bak;3139400
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Tronton Box;3521000
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Engkel Box;1410580
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Engkel Pickup;1504680
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Tronton Wing Box;3521000
KOTA YOGYAKARTA;KABUPATEN BREBES;-6.9592;108.9027;258;Tronton Bak;3521000
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Ekonomi;957280
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;MPV;967280
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Pickup;1087600
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Double Engkel Box;1771800
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Double Engkel Pickup;1771800
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;CDD Long;2204000
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Van;1047560
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Small Box;1139480
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;L300 Box;1199480
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Fuso Box;3289000
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Fuso Bak;3289000
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Tronton Box;3675000
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Engkel Box;1498800
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Engkel Pickup;1591800
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Tronton Wing Box;3675000
KOTA YOGYAKARTA;KABUPATEN CIAMIS;-7.3321;108.3493;280;Tronton Bak;3675000
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Ekonomi;1482712
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;MPV;1492712
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Pickup;1666500
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Double Engkel Box;2485392
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Double Engkel Pickup;2485392
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;CDD Long;2984600
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Van;1641560
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Small Box;1730556
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;L300 Box;1790556
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Fuso Box;4553000
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Fuso Bak;4553000
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Tronton Box;4978600
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Engkel Box;2212900
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Engkel Pickup;2261400
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Tronton Wing Box;4978600
KOTA YOGYAKARTA;KABUPATEN CIANJUR;-7.358;107.1957;478;Tronton Bak;4978600
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Ekonomi;630000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;MPV;680000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Pickup;700000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Double Engkel Box;1350000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Double Engkel Pickup;1350000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;CDD Long;1500000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Van;700000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Small Box;800000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;L300 Box;900000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Fuso Box;1850000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Fuso Bak;1850000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Tronton Box;2450000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Engkel Box;1000000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Engkel Pickup;1000000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Tronton Wing Box;2450000
KOTA YOGYAKARTA;KABUPATEN DEMAK;-6.9239;110.6646;139;Tronton Bak;2450000
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Ekonomi;1306904
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;MPV;1316904
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Pickup;1472200
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Double Engkel Box;2246604
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Double Engkel Pickup;2246604
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;CDD Long;2770200
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Van;1440560
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Small Box;1532772
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;L300 Box;1592772
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Fuso Box;4151000
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Fuso Bak;4151000
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Tronton Box;4563200
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Engkel Box;1978400
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Engkel Pickup;2060400
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Tronton Wing Box;4563200
KOTA YOGYAKARTA;KABUPATEN GARUT;-7.5012;107.7636;411;Tronton Bak;4563200
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Ekonomi;1530000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;MPV;1580000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Pickup;1700000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Double Engkel Box;1900000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Double Engkel Pickup;1900000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;CDD Long;2750000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Van;1700000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Small Box;2000000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;L300 Box;2100000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Fuso Box;2900000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Fuso Bak;2900000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Tronton Box;3700000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Engkel Box;2200000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Engkel Pickup;2200000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Tronton Wing Box;3700000
KOTA YOGYAKARTA;KABUPATEN GRESIK;-7.155;112.5722;326;Tronton Bak;3700000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Ekonomi;220000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;MPV;230000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Pickup;295000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Double Engkel Box;740000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Double Engkel Pickup;740000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;CDD Long;1050000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Van;275000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Small Box;310000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;L300 Box;370000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Fuso Box;1550000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Fuso Bak;1550000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Tronton Box;1875000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Engkel Box;485000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Engkel Pickup;560000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Tronton Wing Box;1875000
KOTA YOGYAKARTA;KABUPATEN GUNUNG KIDUL;-8.0305;110.6169;50;Tronton Bak;1875000
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Ekonomi;1175664
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;MPV;1185664
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Pickup;1327200
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Double Engkel Box;2068404
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Double Engkel Pickup;2068404
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;CDD Long;2567300
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Van;1290560
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Small Box;1385172
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;L300 Box;1445172
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Fuso Box;3827600
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Fuso Bak;3827600
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Tronton Box;4229800
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Engkel Box;1799149
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Engkel Pickup;1888404
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Tronton Wing Box;4229800
KOTA YOGYAKARTA;KABUPATEN INDRAMAYU;-6.4557;108.1903;361;Tronton Bak;4229800
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Ekonomi;1461720
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;MPV;1471720
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Pickup;1643300
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Double Engkel Box;2456880
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Double Engkel Pickup;2456880
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;CDD Long;2959000
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Van;1617560
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Small Box;1706940
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;L300 Box;1766940
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Fuso Box;4505000
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Fuso Bak;4505000
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Tronton Box;4929000
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Engkel Box;2184900
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Engkel Pickup;2237400
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Tronton Wing Box;4929000
KOTA YOGYAKARTA;KABUPATEN JEMBER;-8.184486;113.668076;470;Tronton Bak;4929000
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Ekonomi;659200
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;MPV;669200
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Pickup;767140
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Double Engkel Box;1367000
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Double Engkel Pickup;1367000
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;CDD Long;1710000
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Van;739520
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Small Box;804100
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;L300 Box;864100
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Fuso Box;2593000
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Fuso Bak;2593000
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Tronton Box;2959000
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Engkel Box;1088900
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Engkel Pickup;1187000
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Tronton Wing Box;2959000
KOTA YOGYAKARTA;KABUPATEN JEPARA;-6.5827;110.6787;180;Tronton Bak;2959000
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Ekonomi;367600
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;MPV;377600
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Pickup;453670
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Double Engkel Box;965500
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Double Engkel Pickup;965500
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;CDD Long;1296000
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Van;429980
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Small Box;476050
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;L300 Box;536050
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Fuso Box;1906700
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Fuso Bak;1906700
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Tronton Box;2252200
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Engkel Box;687950
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Engkel Pickup;785500
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Tronton Wing Box;2252200
KOTA YOGYAKARTA;KABUPATEN KARANGANYAR;-7.6387;111.046;91;Tronton Bak;2252200
