origin_location;destination_location;coor_y;coor_x;distance_in_km;vehicle_type;tripfare
KOTA BANDUNG;MAJALENGKA;-6.8364;108.2274;91;Fuso Bak;1906700
KOTA BANDUNG;MAJALENGKA;-6.8364;108.2274;91;Tronton Box;2252200
KOTA BANDUNG;MAJALENGKA;-6.8364;108.2274;91;Tronton Wing Box;2252200
KOTA BANDUNG;MAJALENGKA;-6.8364;108.2274;91;Engkel Pickup;785500
KOTA BANDUNG;MAJALENGKA;-6.8364;108.2274;91;Double Engkel Box;965500
KOTA BANDUNG;MAJALENGKA;-6.8364;108.2274;91;Tronton Bak;2252200
KOTA BANDUNG;MAJALENGKA;-6.8364;108.2274;91;Tronton Bak;2252200
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Ekonomi;578200
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;MPV;588200
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Van;654470
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Double Engkel Pickup;1257000
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;CDD Long;1597500
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Fuso Box;2403000
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Small Box;712975
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Pickup;680065
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Engkel Box;977525
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Fuso Bak;2403000
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Tronton Box;2764000
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Tronton Wing Box;2764000
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Engkel Pickup;1077000
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Double Engkel Box;1257000
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Tronton Bak;2764000
KOTA BANDUNG;PALABUHANRATU;-6.989;106.5524;155;Tronton Bak;2764000
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Ekonomi;744412
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;MPV;754412
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Van;828560
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Double Engkel Pickup;1482720
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;CDD Long;1835350
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Fuso Box;2792600
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Small Box;899967
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Pickup;858745
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Engkel Box;1206070
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Fuso Bak;2792600
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Tronton Box;3164000
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Tronton Wing Box;3164000
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Engkel Pickup;1302720
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Double Engkel Box;1482720
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Tronton Bak;3164000
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;-7.6385;108.6606;207;Tronton Bak;3164000
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Ekonomi;931036
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;MPV;941036
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Van;1020560
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Double Engkel Pickup;1736160
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;CDD Long;2158550
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Fuso Box;3227800
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Small Box;1109951
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Pickup;1059385
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Engkel Box;1462710
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Fuso Bak;3227800
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Tronton Box;3612000
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Tronton Wing Box;3612000
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Engkel Pickup;1556160
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Double Engkel Box;1736160
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Tronton Bak;3612000
KOTA BANDUNG;PURBALINGGA;-7.3857;109.3604;271;Tronton Bak;3612000
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Ekonomi;422680
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;MPV;432680
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Van;491174
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Double Engkel Pickup;1045800
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;CDD Long;1381500
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Fuso Box;2038200
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Small Box;538015
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Pickup;512881
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Engkel Box;763685
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Fuso Bak;2038200
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Tronton Box;2389600
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Tronton Wing Box;2389600
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Engkel Pickup;865800
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Double Engkel Box;1045800
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Tronton Bak;2389600
KOTA BANDUNG;PURBAYANI;-7.4961;107.5091;107;Tronton Bak;2389600
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Ekonomi;843556
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;MPV;853556
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Van;930560
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Double Engkel Pickup;1617360
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;CDD Long;2007050
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Fuso Box;3023800
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Small Box;1011521
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Pickup;965335
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Engkel Box;1342410
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Fuso Bak;3023800
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Tronton Box;3402000
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Tronton Wing Box;3402000
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Engkel Pickup;1437360
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Double Engkel Box;1617360
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Tronton Bak;3402000
KOTA BANDUNG;SERANG;-6.1169;106.1539;241;Tronton Bak;3402000
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Ekonomi;1477464
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;MPV;1487464
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Van;1635560
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Double Engkel Pickup;2478264
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;CDD Long;2978200
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Fuso Box;4541000
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Small Box;1724652
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Pickup;1660700
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Engkel Box;2205900
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Fuso Bak;4541000
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Tronton Box;4966200
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Tronton Wing Box;4966200
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Engkel Pickup;2255400
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Double Engkel Box;2478264
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Tronton Bak;4966200
KOTA BANDUNG;SRAGEN;-7.4194;111.0225;476;Tronton Bak;4966200
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Ekonomi;1443352
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;MPV;1453352
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Van;1596560
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Double Engkel Pickup;2431932
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;CDD Long;2936600
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Fuso Box;4463000
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Small Box;1686276
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Pickup;1623000
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Engkel Box;2160400
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Fuso Bak;4463000
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Tronton Box;4885600
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Tronton Wing Box;4885600
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Engkel Pickup;2216400
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Double Engkel Box;2431932
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Tronton Bak;4885600
KOTA BANDUNG;SUKOHARJO;-7.6813;110.8321;463;Tronton Bak;4885600
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Ekonomi;260000
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;MPV;270000
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Van;330200
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Double Engkel Pickup;885000
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;CDD Long;1010000
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Fuso Box;1725000
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Small Box;373750
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Pickup;355550
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Engkel Box;577500
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Fuso Bak;1485000
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Tronton Box;2047500
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Tronton Wing Box;2047500
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Engkel Pickup;645000
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Double Engkel Box;885000
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Tronton Bak;1807500
KOTA BANDUNG;SUMEDANG;-6.8381;107.9275;45;Tronton Bak;1807500
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Ekonomi;665680
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;MPV;675680
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Van;746324
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Double Engkel Pickup;1375800
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;CDD Long;1719000
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Fuso Box;2608200
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Small Box;811390
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Pickup;774106
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Engkel Box;1097810
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Fuso Bak;2608200
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Tronton Box;2974600
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Tronton Wing Box;2974600
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Engkel Pickup;1195800
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Double Engkel Box;1375800
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Tronton Bak;2974600
KOTA BANDUNG;SURADE;-7.3416;106.5627;182;Tronton Bak;2974600
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Ekonomi;445360
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;MPV;455360
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Van;514988
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Double Engkel Pickup;1076600
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;CDD Long;1413000
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Fuso Box;2091400
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Small Box;563530
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Pickup;537262
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Engkel Box;794870
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Fuso Bak;2091400
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Tronton Box;2444200
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Tronton Wing Box;2444200
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Engkel Pickup;896600
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Double Engkel Box;1076600
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Tronton Bak;2444200
KOTA BANDUNG;TANGGEUNG;-7.2674;107.1237;114;Tronton Bak;2444200
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Ekonomi;704560
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;MPV;714560
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Van;787148
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Double Engkel Pickup;1428600
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;CDD Long;1773000
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Fuso Box;2699400
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Small Box;855130
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Pickup;815902
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Engkel Box;1151270
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Fuso Bak;2699400
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Tronton Box;3068200
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Tronton Wing Box;3068200
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Engkel Pickup;1248600
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Double Engkel Box;1428600
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Tronton Bak;3068200
KOTA BANDUNG;TEGAL BULEUD;-7.4239;106.7316;194;Tronton Bak;3068200
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Ekonomi;724000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;MPV;734000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Van;807560
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Double Engkel Pickup;1455000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;CDD Long;1800000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Fuso Box;2745000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Small Box;877000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Pickup;836800
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Engkel Box;1178000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Fuso Bak;2745000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Tronton Box;3115000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Tronton Wing Box;3115000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Engkel Pickup;1275000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Double Engkel Box;1455000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Tronton Bak;3115000
KOTA BANDUNG;TEGAL;-6.8588;109.1048;200;Tronton Bak;3115000
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Ekonomi;1199280
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;MPV;1209280
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Van;1317560
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Double Engkel Pickup;2100480
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;CDD Long;2606000
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Fuso Box;3887000
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Small Box;1411740
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Pickup;1353300
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Engkel Box;1831630
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Fuso Bak;3887000
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Tronton Box;4291000
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Tronton Wing Box;4291000
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Engkel Pickup;1920480
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Double Engkel Box;2100480
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Tronton Bak;4291000
KOTA BANDUNG;TEMANGGUNG;-7.3162;110.1755;370;Tronton Bak;4291000
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Ekonomi;1107440
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;MPV;1117440
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Van;1212560
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Double Engkel Pickup;1975740
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;CDD Long;2455500
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Fuso Box;3656000
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Small Box;1308420
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Pickup;1251800
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Engkel Box;1705315
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Fuso Bak;3656000
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Tronton Box;4053000
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Tronton Wing Box;4053000
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Engkel Pickup;1795740
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Double Engkel Box;1975740
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Tronton Bak;4053000
KOTA BANDUNG;WONOSOBO;-7.3685;109.8984;335;Tronton Bak;4053000
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Ekonomi;415593
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;MPV;425593
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Van;493026
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Double Engkel Box;1167200
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Double Engkel Pickup;1167200
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;CDD Long;1562875
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Small Box;544408
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;L300 Box;604408
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Pickup;511564
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Fuso Box;2339920
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Fuso Bak;2339920
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Tronton Box;2980000
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Engkel Box;774015
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Engkel Pickup;967200
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Tronton Wing Box;2980000
JAKARTA;KOTA CILEGON;-6.0187;106.0558;113;Tronton Bak;2980000
JAKARTA;SERANG;-6.1169;106.1539;96;Ekonomi;362464
JAKARTA;SERANG;-6.1169;106.1539;96;MPV;372464
JAKARTA;SERANG;-6.1169;106.1539;96;Van;433680
JAKARTA;SERANG;-6.1169;106.1539;96;Double Engkel Box;1088000
JAKARTA;SERANG;-6.1169;106.1539;96;Double Engkel Pickup;1088000
JAKARTA;SERANG;-6.1169;106.1539;96;CDD Long;1450000
JAKARTA;SERANG;-6.1169;106.1539;96;Small Box;485274
JAKARTA;SERANG;-6.1169;106.1539;96;L300 Box;545274
JAKARTA;SERANG;-6.1169;106.1539;96;Pickup;453235
JAKARTA;SERANG;-6.1169;106.1539;96;Fuso Box;2183400
JAKARTA;SERANG;-6.1169;106.1539;96;Fuso Bak;2183400
JAKARTA;SERANG;-6.1169;106.1539;96;Tronton Box;2802000
JAKARTA;SERANG;-6.1169;106.1539;96;Engkel Box;696300
JAKARTA;SERANG;-6.1169;106.1539;96;Engkel Pickup;888000
JAKARTA;SERANG;-6.1169;106.1539;96;Tronton Wing Box;2802000
JAKARTA;SERANG;-6.1169;106.1539;96;Tronton Bak;2802000
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Ekonomi;124080
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;MPV;134080
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Van;176400
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Double Engkel Box;681000
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Double Engkel Pickup;681000
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;CDD Long;907000
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Small Box;229152
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;L300 Box;289152
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Pickup;192288
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Fuso Box;1419000
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Fuso Bak;1419000
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Tronton Box;1920000
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Engkel Box;365200
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Engkel Pickup;481000
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Tronton Wing Box;1920000
JAKARTA;KOTA TANGERANG;-6.1702;106.6403;28;Tronton Bak;1920000
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Ekonomi;403410
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;MPV;413410
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Van;479418
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Double Engkel Box;1149600
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Double Engkel Pickup;1149600
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;CDD Long;1537375
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Small Box;530849
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;L300 Box;590849
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Pickup;498189
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Fuso Box;2304560
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Fuso Bak;2304560
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Tronton Box;2940000
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Engkel Box;756195
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Engkel Pickup;949600
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Tronton Wing Box;2940000
JAKARTA;KABUPATEN LEBAK;-6.5644;106.2522;109;Tronton Bak;2940000
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Ekonomi;677514
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;MPV;687514
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Van;785598
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Double Engkel Box;1545600
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Double Engkel Pickup;1545600
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;CDD Long;2111125
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Small Box;835935
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;L300 Box;895935
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Pickup;799120
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Fuso Box;3100160
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Fuso Bak;3100160
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Tronton Box;3840000
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Engkel Box;1157145
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Engkel Pickup;1345600
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Tronton Wing Box;3840000
JAKARTA;KABUPATEN PANDEGLANG;-6.7483;105.6882;199;Tronton Bak;3840000
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;Ekonomi;210184
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;MPV;220184
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;Van;263580
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;Double Engkel Box;840500
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;Double Engkel Pickup;840500
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;CDD Long;1112500
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;Small Box;315781
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;L300 Box;375781
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;Pickup;286051
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;Fuso Box;1715400
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;Fuso Bak;1715400
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;Tronton Box;2262000
JAKARTA;KAB. TANGERANG;-6.187;106.4877;51;Engkel Box;473550
