origin_location;destination_location;vehicle_type;distance_in_km;tripfare
KOTA BANDUNG;KOTA JAKARTA SELATAN;Fuso Box;157;2289000
KOTA BANDUNG;KOTA JAKARTA SELATAN;Small Box;157;1000000
KOTA BANDUNG;KOTA JAKARTA SELATAN;Pickup;157;900000
KOTA BANDUNG;KOTA JAKARTA SELATAN;Engkel Box;157;1150000
KOTA BANDUNG;KOTA JAKARTA SELATAN;Fuso Bak;157;2289000
KOTA BANDUNG;KOTA JAKARTA SELATAN;Tronton Box;157;3000000
KOTA BANDUNG;KOTA JAKARTA SELATAN;Tronton Wing Box;157;3000000
KOTA BANDUNG;KOTA JAKARTA SELATAN;Engkel Pickup;157;1207500
KOTA BANDUNG;KOTA JAKARTA SELATAN;Double Engkel Box;157;1400000
KOTA BANDUNG;KOTA JAKARTA SELATAN;Tronton Bak;157;3000000
KOTA BANDUNG;KOTA JAKARTA SELATAN;Tronton Bak;157;3000000
KOTA BANDUNG;KOTA JAKARTA TIMUR;Ekonomi;157;740000
KOTA BANDUNG;KOTA JAKARTA TIMUR;MPV;157;765000
KOTA BANDUNG;KOTA JAKARTA TIMUR;Van;157;900000
KOTA BANDUNG;KOTA JAKARTA TIMUR;Double Engkel Pickup;157;1400000
KOTA BANDUNG;KOTA JAKARTA TIMUR;CDD Long;157;1942500
KOTA BANDUNG;KOTA JAKARTA TIMUR;Fuso Box;157;2289000
KOTA BANDUNG;KOTA JAKARTA TIMUR;Small Box;157;1000000
KOTA BANDUNG;KOTA JAKARTA TIMUR;Pickup;157;900000
KOTA BANDUNG;KOTA JAKARTA TIMUR;Engkel Box;157;1150000
KOTA BANDUNG;KOTA JAKARTA TIMUR;Fuso Bak;157;2289000
KOTA BANDUNG;KOTA JAKARTA TIMUR;Tronton Box;157;3000000
KOTA BANDUNG;KOTA JAKARTA TIMUR;Tronton Wing Box;157;3000000
KOTA BANDUNG;KOTA JAKARTA TIMUR;Engkel Pickup;157;1207500
KOTA BANDUNG;KOTA JAKARTA TIMUR;Double Engkel Box;157;1400000
KOTA BANDUNG;KOTA JAKARTA TIMUR;Tronton Bak;157;3000000
KOTA BANDUNG;KOTA JAKARTA TIMUR;Tronton Bak;157;3000000
KOTA BANDUNG;KOTA JAKARTA UTARA;Ekonomi;164;740000
KOTA BANDUNG;KOTA JAKARTA UTARA;MPV;164;765000
KOTA BANDUNG;KOTA JAKARTA UTARA;Van;164;900000
KOTA BANDUNG;KOTA JAKARTA UTARA;Double Engkel Pickup;164;1400000
KOTA BANDUNG;KOTA JAKARTA UTARA;CDD Long;164;1942500
KOTA BANDUNG;KOTA JAKARTA UTARA;Fuso Box;164;2289000
KOTA BANDUNG;KOTA JAKARTA UTARA;Small Box;164;1000000
KOTA BANDUNG;KOTA JAKARTA UTARA;Pickup;164;900000
KOTA BANDUNG;KOTA JAKARTA UTARA;Engkel Box;164;1150000
KOTA BANDUNG;KOTA JAKARTA UTARA;Fuso Bak;164;2289000
KOTA BANDUNG;KOTA JAKARTA UTARA;Tronton Box;164;3000000
KOTA BANDUNG;KOTA JAKARTA UTARA;Tronton Wing Box;164;3000000
KOTA BANDUNG;KOTA JAKARTA UTARA;Engkel Pickup;164;1207500
KOTA BANDUNG;KOTA JAKARTA UTARA;Double Engkel Box;164;1400000
KOTA BANDUNG;KOTA JAKARTA UTARA;Tronton Bak;164;3000000
KOTA BANDUNG;KOTA JAKARTA UTARA;Tronton Bak;164;3000000
KOTA BANDUNG;KOTA KEDIRI;Ekonomi;613;1836952
KOTA BANDUNG;KOTA KEDIRI;MPV;613;1846952
KOTA BANDUNG;KOTA KEDIRI;Van;613;2046560
KOTA BANDUNG;KOTA KEDIRI;Double Engkel Pickup;613;2966532
KOTA BANDUNG;KOTA KEDIRI;CDD Long;613;3416600
KOTA BANDUNG;KOTA KEDIRI;Fuso Box;613;5250000
KOTA BANDUNG;KOTA KEDIRI;Small Box;613;2129076
KOTA BANDUNG;KOTA KEDIRI;Pickup;613;2058000
KOTA BANDUNG;KOTA KEDIRI;Engkel Box;613;2685400
KOTA BANDUNG;KOTA KEDIRI;Fuso Bak;613;5250000
KOTA BANDUNG;KOTA KEDIRI;Tronton Box;613;5815600
KOTA BANDUNG;KOTA KEDIRI;Tronton Wing Box;613;5815600
KOTA BANDUNG;KOTA KEDIRI;Engkel Pickup;613;2553400
KOTA BANDUNG;KOTA KEDIRI;Double Engkel Box;613;2966532
KOTA BANDUNG;KOTA KEDIRI;Tronton Bak;613;5815600
KOTA BANDUNG;KOTA KEDIRI;Tronton Bak;613;5815600
KOTA BANDUNG;KOTA MADIUN;Ekonomi;547;1663768
KOTA BANDUNG;KOTA MADIUN;MPV;547;1673768
KOTA BANDUNG;KOTA MADIUN;Van;547;1848560
KOTA BANDUNG;KOTA MADIUN;Double Engkel Pickup;547;2731308
KOTA BANDUNG;KOTA MADIUN;CDD Long;547;3205400
KOTA BANDUNG;KOTA MADIUN;Fuso Box;547;4920000
KOTA BANDUNG;KOTA MADIUN;Small Box;547;1934244
KOTA BANDUNG;KOTA MADIUN;Pickup;547;1866600
KOTA BANDUNG;KOTA MADIUN;Engkel Box;547;2454400
KOTA BANDUNG;KOTA MADIUN;Fuso Bak;547;4920000
KOTA BANDUNG;KOTA MADIUN;Tronton Box;547;5406400
KOTA BANDUNG;KOTA MADIUN;Tronton Wing Box;547;5406400
KOTA BANDUNG;KOTA MADIUN;Engkel Pickup;547;2421400
KOTA BANDUNG;KOTA MADIUN;Double Engkel Box;547;2731308
KOTA BANDUNG;KOTA MADIUN;Tronton Bak;547;5406400
KOTA BANDUNG;KOTA MADIUN;Tronton Bak;547;5406400
KOTA BANDUNG;KOTA MAGELANG;Ekonomi;382;1230768
KOTA BANDUNG;KOTA MAGELANG;MPV;382;1240768
KOTA BANDUNG;KOTA MAGELANG;Van;382;1353560
KOTA BANDUNG;KOTA MAGELANG;Double Engkel Pickup;382;2143248
KOTA BANDUNG;KOTA MAGELANG;CDD Long;382;2657600
KOTA BANDUNG;KOTA MAGELANG;Fuso Box;382;3966200
KOTA BANDUNG;KOTA MAGELANG;Small Box;382;1447164
KOTA BANDUNG;KOTA MAGELANG;Pickup;382;1388100
KOTA BANDUNG;KOTA MAGELANG;Engkel Box;382;1874938
KOTA BANDUNG;KOTA MAGELANG;Fuso Bak;382;3966200
KOTA BANDUNG;KOTA MAGELANG;Tronton Box;382;4372600
KOTA BANDUNG;KOTA MAGELANG;Tronton Wing Box;382;4372600
KOTA BANDUNG;KOTA MAGELANG;Engkel Pickup;382;1963248
KOTA BANDUNG;KOTA MAGELANG;Double Engkel Box;382;2143248
KOTA BANDUNG;KOTA MAGELANG;Tronton Bak;382;4372600
KOTA BANDUNG;KOTA MAGELANG;Tronton Bak;382;4372600
KOTA BANDUNG;KOTA MALANG;Ekonomi;697;2610000
KOTA BANDUNG;KOTA MALANG;MPV;697;2635000
KOTA BANDUNG;KOTA MALANG;Van;697;2900000
KOTA BANDUNG;KOTA MALANG;Double Engkel Pickup;697;3300000
KOTA BANDUNG;KOTA MALANG;CDD Long;697;4800000
KOTA BANDUNG;KOTA MALANG;Fuso Box;697;5950000
KOTA BANDUNG;KOTA MALANG;Small Box;697;3000000
KOTA BANDUNG;KOTA MALANG;Pickup;697;2900000
KOTA BANDUNG;KOTA MALANG;Engkel Box;697;3100000
KOTA BANDUNG;KOTA MALANG;Fuso Bak;697;5950000
KOTA BANDUNG;KOTA MALANG;Tronton Box;697;6900000
KOTA BANDUNG;KOTA MALANG;Tronton Wing Box;697;6900000
KOTA BANDUNG;KOTA MALANG;Engkel Pickup;697;3100000
KOTA BANDUNG;KOTA MALANG;Double Engkel Box;697;3300000
KOTA BANDUNG;KOTA MALANG;Tronton Bak;697;6900000
KOTA BANDUNG;KOTA MALANG;Tronton Bak;697;6900000
KOTA BANDUNG;KOTA MOJOKERTO;Ekonomi;648;1900000
KOTA BANDUNG;KOTA MOJOKERTO;MPV;648;1925000
KOTA BANDUNG;KOTA MOJOKERTO;Van;648;2000000
KOTA BANDUNG;KOTA MOJOKERTO;Double Engkel Pickup;648;3280000
KOTA BANDUNG;KOTA MOJOKERTO;CDD Long;648;3900000
KOTA BANDUNG;KOTA MOJOKERTO;Fuso Box;648;5680000
KOTA BANDUNG;KOTA MOJOKERTO;Small Box;648;2650000
KOTA BANDUNG;KOTA MOJOKERTO;Pickup;648;2000000
KOTA BANDUNG;KOTA MOJOKERTO;Engkel Box;648;2500000
KOTA BANDUNG;KOTA MOJOKERTO;Fuso Bak;648;5680000
KOTA BANDUNG;KOTA MOJOKERTO;Tronton Box;648;6850000
KOTA BANDUNG;KOTA MOJOKERTO;Tronton Wing Box;648;6850000
KOTA BANDUNG;KOTA MOJOKERTO;Engkel Pickup;648;2500000
KOTA BANDUNG;KOTA MOJOKERTO;Double Engkel Box;648;3280000
KOTA BANDUNG;KOTA MOJOKERTO;Tronton Bak;648;6850000
KOTA BANDUNG;KOTA MOJOKERTO;Tronton Bak;648;6850000
KOTA BANDUNG;KOTA PASURUAN;Ekonomi;708;1900000
KOTA BANDUNG;KOTA PASURUAN;MPV;708;1925000
KOTA BANDUNG;KOTA PASURUAN;Van;708;2000000
KOTA BANDUNG;KOTA PASURUAN;Double Engkel Pickup;708;3280000
KOTA BANDUNG;KOTA PASURUAN;CDD Long;708;3900000
KOTA BANDUNG;KOTA PASURUAN;Fuso Box;708;5680000
KOTA BANDUNG;KOTA PASURUAN;Small Box;708;2650000
KOTA BANDUNG;KOTA PASURUAN;Pickup;708;2000000
KOTA BANDUNG;KOTA PASURUAN;Engkel Box;708;2500000
KOTA BANDUNG;KOTA PASURUAN;Fuso Bak;708;5680000
KOTA BANDUNG;KOTA PASURUAN;Tronton Box;708;6850000
KOTA BANDUNG;KOTA PASURUAN;Tronton Wing Box;708;6850000
KOTA BANDUNG;KOTA PASURUAN;Engkel Pickup;708;2500000
KOTA BANDUNG;KOTA PASURUAN;Double Engkel Box;708;3280000
KOTA BANDUNG;KOTA PASURUAN;Tronton Bak;708;6850000
KOTA BANDUNG;KOTA PASURUAN;Tronton Bak;708;6850000
KOTA BANDUNG;KOTA PEKALONGAN;Ekonomi;264;910624
KOTA BANDUNG;KOTA PEKALONGAN;MPV;264;920624
KOTA BANDUNG;KOTA PEKALONGAN;Van;264;999560
KOTA BANDUNG;KOTA PEKALONGAN;Double Engkel Pickup;264;1708440
KOTA BANDUNG;KOTA PEKALONGAN;CDD Long;264;2123200
KOTA BANDUNG;KOTA PEKALONGAN;Fuso Box;264;3180200
KOTA BANDUNG;KOTA PEKALONGAN;Small Box;264;1086984
KOTA BANDUNG;KOTA PEKALONGAN;Pickup;264;1037440
KOTA BANDUNG;KOTA PEKALONGAN;Engkel Box;264;1434640
KOTA BANDUNG;KOTA PEKALONGAN;Fuso Bak;264;3180200
KOTA BANDUNG;KOTA PEKALONGAN;Tronton Box;264;3563000
KOTA BANDUNG;KOTA PEKALONGAN;Tronton Wing Box;264;3563000
KOTA BANDUNG;KOTA PEKALONGAN;Engkel Pickup;264;1528440
KOTA BANDUNG;KOTA PEKALONGAN;Double Engkel Box;264;1708440
KOTA BANDUNG;KOTA PEKALONGAN;Tronton Bak;264;3563000
KOTA BANDUNG;KOTA PEKALONGAN;Tronton Bak;264;3563000
KOTA BANDUNG;KOTA PROBOLINGGO;Ekonomi;746;2185944
KOTA BANDUNG;KOTA PROBOLINGGO;MPV;746;2195944
KOTA BANDUNG;KOTA PROBOLINGGO;Van;746;2445560
KOTA BANDUNG;KOTA PROBOLINGGO;Double Engkel Pickup;746;3440544
KOTA BANDUNG;KOTA PROBOLINGGO;CDD Long;746;3842200
KOTA BANDUNG;KOTA PROBOLINGGO;Fuso Box;746;5915000
KOTA BANDUNG;KOTA PROBOLINGGO;Small Box;746;2521692
KOTA BANDUNG;KOTA PROBOLINGGO;Pickup;746;2443700
KOTA BANDUNG;KOTA PROBOLINGGO;Engkel Box;746;3150900
KOTA BANDUNG;KOTA PROBOLINGGO;Fuso Bak;746;5915000
KOTA BANDUNG;KOTA PROBOLINGGO;Tronton Box;746;6640200
KOTA BANDUNG;KOTA PROBOLINGGO;Tronton Wing Box;746;6640200
KOTA BANDUNG;KOTA PROBOLINGGO;Engkel Pickup;746;2819400
KOTA BANDUNG;KOTA PROBOLINGGO;Double Engkel Box;746;3440544
KOTA BANDUNG;KOTA PROBOLINGGO;Tronton Bak;746;6640200
KOTA BANDUNG;KOTA PROBOLINGGO;Tronton Bak;746;6640200
KOTA BANDUNG;KOTA SALATIGA;Ekonomi;406;1890000
KOTA BANDUNG;KOTA SALATIGA;MPV;406;1915000
KOTA BANDUNG;KOTA SALATIGA;Van;406;2100000
KOTA BANDUNG;KOTA SALATIGA;Double Engkel Pickup;406;2700000
KOTA BANDUNG;KOTA SALATIGA;CDD Long;406;3500000
KOTA BANDUNG;KOTA SALATIGA;Fuso Box;406;3950000
KOTA BANDUNG;KOTA SALATIGA;Small Box;406;2200000
KOTA BANDUNG;KOTA SALATIGA;Pickup;406;2100000
KOTA BANDUNG;KOTA SALATIGA;Engkel Box;406;2175000
KOTA BANDUNG;KOTA SALATIGA;Fuso Bak;406;3950000
KOTA BANDUNG;KOTA SALATIGA;Tronton Box;406;5040000
KOTA BANDUNG;KOTA SALATIGA;Tronton Wing Box;406;5040000
KOTA BANDUNG;KOTA SALATIGA;Engkel Pickup;406;2175000
KOTA BANDUNG;KOTA SALATIGA;Double Engkel Box;406;2700000
KOTA BANDUNG;KOTA SALATIGA;Tronton Bak;406;5040000
KOTA BANDUNG;KOTA SALATIGA;Tronton Bak;406;5040000
KOTA BANDUNG;KOTA SEMARANG;Ekonomi;365;1890000
KOTA BANDUNG;KOTA SEMARANG;MPV;365;1915000
KOTA BANDUNG;KOTA SEMARANG;Van;365;2100000
KOTA BANDUNG;KOTA SEMARANG;Double Engkel Pickup;365;2700000
KOTA BANDUNG;KOTA SEMARANG;CDD Long;365;3500000
KOTA BANDUNG;KOTA SEMARANG;Fuso Box;365;3950000
KOTA BANDUNG;KOTA SEMARANG;Small Box;365;2200000
KOTA BANDUNG;KOTA SEMARANG;Pickup;365;2100000
KOTA BANDUNG;KOTA SEMARANG;Engkel Box;365;2175000
KOTA BANDUNG;KOTA SEMARANG;Fuso Bak;365;3950000
KOTA BANDUNG;KOTA SEMARANG;Tronton Box;365;5040000
KOTA BANDUNG;KOTA SEMARANG;Tronton Wing Box;365;5040000
KOTA BANDUNG;KOTA SEMARANG;Engkel Pickup;365;2175000
KOTA BANDUNG;KOTA SEMARANG;Double Engkel Box;365;2700000
KOTA BANDUNG;KOTA SEMARANG;Tronton Bak;365;5040000
KOTA BANDUNG;KOTA SEMARANG;Tronton Bak;365;5040000
KOTA BANDUNG;KOTA SUKABUMI;Ekonomi;95;382000
KOTA BANDUNG;KOTA SUKABUMI;MPV;95;392000
KOTA BANDUNG;KOTA SUKABUMI;Van;95;445100
KOTA BANDUNG;KOTA SUKABUMI;Double Engkel Pickup;95;987500
KOTA BANDUNG;KOTA SUKABUMI;CDD Long;95;1320000
KOTA BANDUNG;KOTA SUKABUMI;Fuso Box;95;1941500
KOTA BANDUNG;KOTA SUKABUMI;Small Box;95;492250
KOTA BANDUNG;KOTA SUKABUMI;Pickup;95;469150
KOTA BANDUNG;KOTA SUKABUMI;Engkel Box;95;707750
KOTA BANDUNG;KOTA SUKABUMI;Fuso Bak;95;1941500
KOTA BANDUNG;KOTA SUKABUMI;Tronton Box;95;2289000
KOTA BANDUNG;KOTA SUKABUMI;Tronton Wing Box;95;2289000
KOTA BANDUNG;KOTA SUKABUMI;Engkel Pickup;95;807500
KOTA BANDUNG;KOTA SUKABUMI;Double Engkel Box;95;987500
KOTA BANDUNG;KOTA SUKABUMI;Tronton Bak;95;2289000
KOTA BANDUNG;KOTA SUKABUMI;Tronton Bak;95;2289000
KOTA BANDUNG;KOTA SURABAYA;Ekonomi;661;1900000
KOTA BANDUNG;KOTA SURABAYA;MPV;661;1925000
KOTA BANDUNG;KOTA SURABAYA;Van;661;2000000
KOTA BANDUNG;KOTA SURABAYA;Double Engkel Pickup;661;3280000
KOTA BANDUNG;KOTA SURABAYA;CDD Long;661;3900000
KOTA BANDUNG;KOTA SURABAYA;Fuso Box;661;5680000
KOTA BANDUNG;KOTA SURABAYA;Small Box;661;2650000
KOTA BANDUNG;KOTA SURABAYA;Pickup;661;2000000
KOTA BANDUNG;KOTA SURABAYA;Engkel Box;661;2500000
KOTA BANDUNG;KOTA SURABAYA;Fuso Bak;661;5680000
KOTA BANDUNG;KOTA SURABAYA;Tronton Box;661;6850000
KOTA BANDUNG;KOTA SURABAYA;Tronton Wing Box;661;6850000
KOTA BANDUNG;KOTA SURABAYA;Engkel Pickup;661;2500000
KOTA BANDUNG;KOTA SURABAYA;Double Engkel Box;661;3280000
KOTA BANDUNG;KOTA SURABAYA;Tronton Bak;661;6850000
KOTA BANDUNG;KOTA SURABAYA;Tronton Bak;661;6850000
KOTA BANDUNG;KOTA SURAKARTA;Ekonomi;460;1435480
KOTA BANDUNG;KOTA SURAKARTA;MPV;460;1445480
KOTA BANDUNG;KOTA SURAKARTA;Van;460;1587560
KOTA BANDUNG;KOTA SURAKARTA;Double Engkel Pickup;460;2421240
KOTA BANDUNG;KOTA SURAKARTA;CDD Long;460;2927000
KOTA BANDUNG;KOTA SURAKARTA;Fuso Box;460;4445000
KOTA BANDUNG;KOTA SURAKARTA;Small Box;460;1677420
KOTA BANDUNG;KOTA SURAKARTA;Pickup;460;1614300
KOTA BANDUNG;KOTA SURAKARTA;Engkel Box;460;2149900
KOTA BANDUNG;KOTA SURAKARTA;Fuso Bak;460;4445000
KOTA BANDUNG;KOTA SURAKARTA;Tronton Box;460;4867000
KOTA BANDUNG;KOTA SURAKARTA;Tronton Wing Box;460;4867000
KOTA BANDUNG;KOTA SURAKARTA;Engkel Pickup;460;2207400
KOTA BANDUNG;KOTA SURAKARTA;Double Engkel Box;460;2421240
KOTA BANDUNG;KOTA SURAKARTA;Tronton Bak;460;4867000
KOTA BANDUNG;KOTA SURAKARTA;Tronton Bak;460;4867000
KOTA BANDUNG;KOTA TANGERANG SELATAN;Ekonomi;166;740000
KOTA BANDUNG;KOTA TANGERANG SELATAN;MPV;166;765000
KOTA BANDUNG;KOTA TANGERANG SELATAN;Van;166;900000
KOTA BANDUNG;KOTA TANGERANG SELATAN;Double Engkel Pickup;166;1400000
KOTA BANDUNG;KOTA TANGERANG SELATAN;CDD Long;166;1942500
KOTA BANDUNG;KOTA TANGERANG SELATAN;Fuso Box;166;2289000
KOTA BANDUNG;KOTA TANGERANG SELATAN;Small Box;166;1000000
KOTA BANDUNG;KOTA TANGERANG SELATAN;Pickup;166;900000
KOTA BANDUNG;KOTA TANGERANG SELATAN;Engkel Box;166;1150000
KOTA BANDUNG;KOTA TANGERANG SELATAN;Fuso Bak;166;2289000
KOTA BANDUNG;KOTA TANGERANG SELATAN;Tronton Box;166;3000000
KOTA BANDUNG;KOTA TANGERANG SELATAN;Tronton Wing Box;166;3000000
KOTA BANDUNG;KOTA TANGERANG SELATAN;Engkel Pickup;166;1207500
KOTA BANDUNG;KOTA TANGERANG SELATAN;Double Engkel Box;166;1400000
KOTA BANDUNG;KOTA TANGERANG SELATAN;Tronton Bak;166;3000000
KOTA BANDUNG;KOTA TANGERANG SELATAN;Tronton Bak;166;3000000
KOTA BANDUNG;KOTA TANGERANG;Ekonomi;183;740000
KOTA BANDUNG;KOTA TANGERANG;MPV;183;765000
KOTA BANDUNG;KOTA TANGERANG;Van;183;900000
KOTA BANDUNG;KOTA TANGERANG;Double Engkel Pickup;183;1400000
KOTA BANDUNG;KOTA TANGERANG;CDD Long;183;1942500
KOTA BANDUNG;KOTA TANGERANG;Fuso Box;183;2289000
KOTA BANDUNG;KOTA TANGERANG;Small Box;183;1000000
KOTA BANDUNG;KOTA TANGERANG;Pickup;183;900000
KOTA BANDUNG;KOTA TANGERANG;Engkel Box;183;1150000
KOTA BANDUNG;KOTA TANGERANG;Fuso Bak;183;2289000
KOTA BANDUNG;KOTA TANGERANG;Tronton Box;183;3000000
KOTA BANDUNG;KOTA TANGERANG;Tronton Wing Box;183;3000000
KOTA BANDUNG;KOTA TANGERANG;Engkel Pickup;183;1207500
KOTA BANDUNG;KOTA TANGERANG;Double Engkel Box;183;1400000
KOTA BANDUNG;KOTA TANGERANG;Tronton Bak;183;3000000
KOTA BANDUNG;KOTA TANGERANG;Tronton Bak;183;3000000
KOTA BANDUNG;KOTA TASIKMALAYA;Ekonomi;111;435640
KOTA BANDUNG;KOTA TASIKMALAYA;MPV;111;445640
KOTA BANDUNG;KOTA TASIKMALAYA;Van;111;504782
KOTA BANDUNG;KOTA TASIKMALAYA;Double Engkel Pickup;111;1063400
KOTA BANDUNG;KOTA TASIKMALAYA;CDD Long;111;1399500
KOTA BANDUNG;KOTA TASIKMALAYA;Fuso Box;111;2068600
KOTA BANDUNG;KOTA TASIKMALAYA;Small Box;111;552595
KOTA BANDUNG;KOTA TASIKMALAYA;Pickup;111;526813
KOTA BANDUNG;KOTA TASIKMALAYA;Engkel Box;111;781505
KOTA BANDUNG;KOTA TASIKMALAYA;Fuso Bak;111;2068600
KOTA BANDUNG;KOTA TASIKMALAYA;Tronton Box;111;2420800
KOTA BANDUNG;KOTA TASIKMALAYA;Tronton Wing Box;111;2420800
KOTA BANDUNG;KOTA TASIKMALAYA;Engkel Pickup;111;883400
KOTA BANDUNG;KOTA TASIKMALAYA;Double Engkel Box;111;1063400
KOTA BANDUNG;KOTA TASIKMALAYA;Tronton Bak;111;2420800
KOTA BANDUNG;KOTA TASIKMALAYA;Tronton Bak;111;2420800
KOTA BANDUNG;KOTA TEGAL;Ekonomi;200;724000
KOTA BANDUNG;KOTA TEGAL;MPV;200;734000
KOTA BANDUNG;KOTA TEGAL;Van;200;807560
KOTA BANDUNG;KOTA TEGAL;Double Engkel Pickup;200;1455000
KOTA BANDUNG;KOTA TEGAL;CDD Long;200;1800000
KOTA BANDUNG;KOTA TEGAL;Fuso Box;200;2745000
KOTA BANDUNG;KOTA TEGAL;Small Box;200;877000
KOTA BANDUNG;KOTA TEGAL;Pickup;200;836800
KOTA BANDUNG;KOTA TEGAL;Engkel Box;200;1178000
KOTA BANDUNG;KOTA TEGAL;Fuso Bak;200;2745000
KOTA BANDUNG;KOTA TEGAL;Tronton Box;200;3115000
KOTA BANDUNG;KOTA TEGAL;Tronton Wing Box;200;3115000
KOTA BANDUNG;KOTA TEGAL;Engkel Pickup;200;1275000
KOTA BANDUNG;KOTA TEGAL;Double Engkel Box;200;1455000
KOTA BANDUNG;KOTA TEGAL;Tronton Bak;200;3115000
KOTA BANDUNG;KOTA TEGAL;Tronton Bak;200;3115000
KOTA BANDUNG;KOTA YOGYAKARTA;Ekonomi;397;1980000
KOTA BANDUNG;KOTA YOGYAKARTA;MPV;397;2005000
KOTA BANDUNG;KOTA YOGYAKARTA;Van;397;2200000
KOTA BANDUNG;KOTA YOGYAKARTA;Double Engkel Pickup;397;3000000
KOTA BANDUNG;KOTA YOGYAKARTA;CDD Long;397;3700000
KOTA BANDUNG;KOTA YOGYAKARTA;Fuso Box;397;4450000
KOTA BANDUNG;KOTA YOGYAKARTA;Small Box;397;2300000
KOTA BANDUNG;KOTA YOGYAKARTA;Pickup;397;2200000
KOTA BANDUNG;KOTA YOGYAKARTA;Engkel Box;397;2300000
KOTA BANDUNG;KOTA YOGYAKARTA;Fuso Bak;397;4450000
KOTA BANDUNG;KOTA YOGYAKARTA;Tronton Box;397;5500000
KOTA BANDUNG;KOTA YOGYAKARTA;Tronton Wing Box;397;5500000
KOTA BANDUNG;KOTA YOGYAKARTA;Engkel Pickup;397;2300000
KOTA BANDUNG;KOTA YOGYAKARTA;Double Engkel Box;397;3000000
KOTA BANDUNG;KOTA YOGYAKARTA;Tronton Bak;397;5500000
KOTA BANDUNG;KOTA YOGYAKARTA;Tronton Bak;397;5500000
KOTA BANDUNG;MAJALENGKA;Ekonomi;91;367600
KOTA BANDUNG;MAJALENGKA;MPV;91;377600
KOTA BANDUNG;MAJALENGKA;Van;91;429980
KOTA BANDUNG;MAJALENGKA;Double Engkel Pickup;91;965500
KOTA BANDUNG;MAJALENGKA;CDD Long;91;1296000
KOTA BANDUNG;MAJALENGKA;Fuso Box;91;1906700
KOTA BANDUNG;MAJALENGKA;Small Box;91;476050
KOTA BANDUNG;MAJALENGKA;Pickup;91;453670
KOTA BANDUNG;MAJALENGKA;Engkel Box;91;687950
KOTA BANDUNG;MAJALENGKA;Fuso Bak;91;1906700
KOTA BANDUNG;MAJALENGKA;Tronton Box;91;2252200
KOTA BANDUNG;MAJALENGKA;Tronton Wing Box;91;2252200
KOTA BANDUNG;MAJALENGKA;Engkel Pickup;91;785500
KOTA BANDUNG;MAJALENGKA;Double Engkel Box;91;965500
KOTA BANDUNG;MAJALENGKA;Tronton Bak;91;2252200
KOTA BANDUNG;MAJALENGKA;Tronton Bak;91;2252200
KOTA BANDUNG;PALABUHANRATU;Ekonomi;155;578200
KOTA BANDUNG;PALABUHANRATU;MPV;155;588200
KOTA BANDUNG;PALABUHANRATU;Van;155;654470
KOTA BANDUNG;PALABUHANRATU;Double Engkel Pickup;155;1257000
KOTA BANDUNG;PALABUHANRATU;CDD Long;155;1597500
KOTA BANDUNG;PALABUHANRATU;Fuso Box;155;2403000
KOTA BANDUNG;PALABUHANRATU;Small Box;155;712975
KOTA BANDUNG;PALABUHANRATU;Pickup;155;680065
KOTA BANDUNG;PALABUHANRATU;Engkel Box;155;977525
KOTA BANDUNG;PALABUHANRATU;Fuso Bak;155;2403000
KOTA BANDUNG;PALABUHANRATU;Tronton Box;155;2764000
KOTA BANDUNG;PALABUHANRATU;Tronton Wing Box;155;2764000
KOTA BANDUNG;PALABUHANRATU;Engkel Pickup;155;1077000
KOTA BANDUNG;PALABUHANRATU;Double Engkel Box;155;1257000
KOTA BANDUNG;PALABUHANRATU;Tronton Bak;155;2764000
KOTA BANDUNG;PALABUHANRATU;Tronton Bak;155;2764000
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Ekonomi;207;744412
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;MPV;207;754412
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Van;207;828560
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Double Engkel Pickup;207;1482720
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;CDD Long;207;1835350
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Fuso Box;207;2792600
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Small Box;207;899967
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Pickup;207;858745
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Engkel Box;207;1206070
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Fuso Bak;207;2792600
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Tronton Box;207;3164000
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Tronton Wing Box;207;3164000
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Engkel Pickup;207;1302720
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Double Engkel Box;207;1482720
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Tronton Bak;207;3164000
KOTA BANDUNG;PANGANDARAN MARLIN MONUMENT;Tronton Bak;207;3164000
KOTA BANDUNG;PURBALINGGA;Ekonomi;271;931036
KOTA BANDUNG;PURBALINGGA;MPV;271;941036
KOTA BANDUNG;PURBALINGGA;Van;271;1020560
KOTA BANDUNG;PURBALINGGA;Double Engkel Pickup;271;1736160
KOTA BANDUNG;PURBALINGGA;CDD Long;271;2158550
