origin_location;destination_location;vehicle_type;distance_in_km;tripfare
KARAWANG;KOTA CILEGON;Ekonomi;169;623560
KARAWANG;KOTA CILEGON;MPV;169;633560
KARAWANG;KOTA CILEGON;Van;169;702098
KARAWANG;KOTA CILEGON;Double Engkel Box;169;1318600
KARAWANG;KOTA CILEGON;Double Engkel Pickup;169;1318600
KARAWANG;KOTA CILEGON;CDD Long;169;1660500
KARAWANG;KOTA CILEGON;Small Box;169;764005
KARAWANG;KOTA CILEGON;L300 Box;169;824005
KARAWANG;KOTA CILEGON;Pickup;169;728827
KARAWANG;KOTA CILEGON;Fuso Box;169;2509400
KARAWANG;KOTA CILEGON;Fuso Bak;169;2509400
KARAWANG;KOTA CILEGON;Tronton Box;169;3299800
KARAWANG;KOTA CILEGON;Engkel Box;169;1039895
KARAWANG;KOTA CILEGON;Engkel Pickup;169;1138600
KARAWANG;KOTA CILEGON;Tronton Wing Box;169;3299800
KARAWANG;KOTA CILEGON;Tronton Bak;169;3299800
KARAWANG;KABUPATEN NGAWI;Ekonomi;559;1695256
KARAWANG;KABUPATEN NGAWI;MPV;559;1705256
KARAWANG;KABUPATEN NGAWI;Van;559;1884560
KARAWANG;KABUPATEN NGAWI;Double Engkel Box;559;2774076
KARAWANG;KABUPATEN NGAWI;Double Engkel Pickup;559;2774076
KARAWANG;KABUPATEN NGAWI;CDD Long;559;3243800
KARAWANG;KABUPATEN NGAWI;Small Box;559;1969668
KARAWANG;KABUPATEN NGAWI;L300 Box;559;2029668
KARAWANG;KABUPATEN NGAWI;Pickup;559;1901400
KARAWANG;KABUPATEN NGAWI;Fuso Box;559;4980000
KARAWANG;KABUPATEN NGAWI;Fuso Bak;559;4980000
KARAWANG;KABUPATEN NGAWI;Tronton Box;559;6577000
KARAWANG;KABUPATEN NGAWI;Engkel Box;559;2496400
KARAWANG;KABUPATEN NGAWI;Engkel Pickup;559;2445400
KARAWANG;KABUPATEN NGAWI;Tronton Wing Box;559;6577000
KARAWANG;KABUPATEN NGAWI;Tronton Bak;559;6577000
KARAWANG;KOTA MAGELANG;Ekonomi;450;1409240
KARAWANG;KOTA MAGELANG;MPV;450;1419240
KARAWANG;KOTA MAGELANG;Van;450;1557560
KARAWANG;KOTA MAGELANG;Double Engkel Box;450;2385600
KARAWANG;KOTA MAGELANG;Double Engkel Pickup;450;2385600
KARAWANG;KOTA MAGELANG;CDD Long;450;2895000
KARAWANG;KOTA MAGELANG;Small Box;450;1647900
KARAWANG;KOTA MAGELANG;L300 Box;450;1707900
KARAWANG;KOTA MAGELANG;Pickup;450;1585300
KARAWANG;KOTA MAGELANG;Fuso Box;450;4385000
KARAWANG;KOTA MAGELANG;Fuso Bak;450;4385000
KARAWANG;KOTA MAGELANG;Tronton Box;450;5705000
KARAWANG;KOTA MAGELANG;Engkel Box;450;2114900
KARAWANG;KOTA MAGELANG;Engkel Pickup;450;2177400
KARAWANG;KOTA MAGELANG;Tronton Wing Box;450;5705000
KARAWANG;KOTA MAGELANG;Tronton Bak;450;5705000
KARAWANG;KABUPATEN BANYUMAS;Ekonomi;324;1078576
KARAWANG;KABUPATEN BANYUMAS;MPV;324;1088576
KARAWANG;KABUPATEN BANYUMAS;Van;324;1179560
KARAWANG;KABUPATEN BANYUMAS;Double Engkel Box;324;1936536
KARAWANG;KABUPATEN BANYUMAS;Double Engkel Pickup;324;1936536
KARAWANG;KABUPATEN BANYUMAS;CDD Long;324;2408200
KARAWANG;KABUPATEN BANYUMAS;Small Box;324;1275948
KARAWANG;KABUPATEN BANYUMAS;L300 Box;324;1335948
KARAWANG;KABUPATEN BANYUMAS;Pickup;324;1219900
KARAWANG;KABUPATEN BANYUMAS;Fuso Box;324;3583400
KARAWANG;KABUPATEN BANYUMAS;Fuso Bak;324;3583400
KARAWANG;KABUPATEN BANYUMAS;Tronton Box;324;4697000
KARAWANG;KABUPATEN BANYUMAS;Engkel Box;324;1665616
KARAWANG;KABUPATEN BANYUMAS;Engkel Pickup;324;1756536
KARAWANG;KABUPATEN BANYUMAS;Tronton Wing Box;324;4697000
KARAWANG;KABUPATEN BANYUMAS;Tronton Bak;324;4697000
KARAWANG;KABUPATEN BANDUNG BARAT;Ekonomi;91;367600
KARAWANG;KABUPATEN BANDUNG BARAT;MPV;91;377600
KARAWANG;KABUPATEN BANDUNG BARAT;Van;91;429980
KARAWANG;KABUPATEN BANDUNG BARAT;Double Engkel Box;91;965500
KARAWANG;KABUPATEN BANDUNG BARAT;Double Engkel Pickup;91;965500
KARAWANG;KABUPATEN BANDUNG BARAT;CDD Long;91;1296000
KARAWANG;KABUPATEN BANDUNG BARAT;Small Box;91;476050
KARAWANG;KABUPATEN BANDUNG BARAT;L300 Box;91;536050
KARAWANG;KABUPATEN BANDUNG BARAT;Pickup;91;453670
KARAWANG;KABUPATEN BANDUNG BARAT;Fuso Box;91;1906700
KARAWANG;KABUPATEN BANDUNG BARAT;Fuso Bak;91;1906700
KARAWANG;KABUPATEN BANDUNG BARAT;Tronton Box;91;2582200
KARAWANG;KABUPATEN BANDUNG BARAT;Engkel Box;91;687950
KARAWANG;KABUPATEN BANDUNG BARAT;Engkel Pickup;91;785500
KARAWANG;KABUPATEN BANDUNG BARAT;Tronton Wing Box;91;2582200
KARAWANG;KABUPATEN BANDUNG BARAT;Tronton Bak;91;2582200
KARAWANG;KOTA JAKARTA TIMUR;Ekonomi;51;223600
KARAWANG;KOTA JAKARTA TIMUR;MPV;51;233600
KARAWANG;KOTA JAKARTA TIMUR;Van;51;278780
KARAWANG;KOTA JAKARTA TIMUR;Double Engkel Box;51;745500
KARAWANG;KOTA JAKARTA TIMUR;Double Engkel Pickup;51;745500
KARAWANG;KOTA JAKARTA TIMUR;CDD Long;51;1056000
KARAWANG;KOTA JAKARTA TIMUR;Small Box;51;314050
KARAWANG;KOTA JAKARTA TIMUR;L300 Box;51;374050
KARAWANG;KOTA JAKARTA TIMUR;Pickup;51;298870
KARAWANG;KOTA JAKARTA TIMUR;Fuso Box;51;1558700
KARAWANG;KOTA JAKARTA TIMUR;Fuso Bak;51;1558700
KARAWANG;KOTA JAKARTA TIMUR;Tronton Box;51;2214200
KARAWANG;KOTA JAKARTA TIMUR;Engkel Box;51;489950
KARAWANG;KOTA JAKARTA TIMUR;Engkel Pickup;51;565500
KARAWANG;KOTA JAKARTA TIMUR;Tronton Wing Box;51;2214200
KARAWANG;KOTA JAKARTA TIMUR;Tronton Bak;51;2214200
KARAWANG;KABUPATEN BOJONEGORO;Ekonomi;590;1776600
KARAWANG;KABUPATEN BOJONEGORO;MPV;590;1786600
KARAWANG;KABUPATEN BOJONEGORO;Van;590;1977560
KARAWANG;KABUPATEN BOJONEGORO;Double Engkel Box;590;2884560
KARAWANG;KABUPATEN BOJONEGORO;Double Engkel Pickup;590;2884560
KARAWANG;KABUPATEN BOJONEGORO;CDD Long;590;3343000
KARAWANG;KABUPATEN BOJONEGORO;Small Box;590;2061180
KARAWANG;KABUPATEN BOJONEGORO;L300 Box;590;2121180
KARAWANG;KABUPATEN BOJONEGORO;Pickup;590;1991300
KARAWANG;KABUPATEN BOJONEGORO;Fuso Box;590;5135000
KARAWANG;KABUPATEN BOJONEGORO;Fuso Bak;590;5135000
KARAWANG;KABUPATEN BOJONEGORO;Tronton Box;590;6825000
KARAWANG;KABUPATEN BOJONEGORO;Engkel Box;590;2604900
KARAWANG;KABUPATEN BOJONEGORO;Engkel Pickup;590;2507400
KARAWANG;KABUPATEN BOJONEGORO;Tronton Wing Box;590;6825000
KARAWANG;KABUPATEN BOJONEGORO;Tronton Bak;590;6825000
KARAWANG;KABUPATEN PEKALONGAN;Ekonomi;327;1086448
KARAWANG;KABUPATEN PEKALONGAN;MPV;327;1096448
KARAWANG;KABUPATEN PEKALONGAN;Van;327;1188560
KARAWANG;KABUPATEN PEKALONGAN;Double Engkel Box;327;1947228
KARAWANG;KABUPATEN PEKALONGAN;Double Engkel Pickup;327;1947228
KARAWANG;KABUPATEN PEKALONGAN;CDD Long;327;2421100
KARAWANG;KABUPATEN PEKALONGAN;Small Box;327;1284804
KARAWANG;KABUPATEN PEKALONGAN;L300 Box;327;1344804
KARAWANG;KABUPATEN PEKALONGAN;Pickup;327;1228600
KARAWANG;KABUPATEN PEKALONGAN;Fuso Box;327;3603200
KARAWANG;KABUPATEN PEKALONGAN;Fuso Bak;327;3603200
KARAWANG;KABUPATEN PEKALONGAN;Tronton Box;327;4721000
KARAWANG;KABUPATEN PEKALONGAN;Engkel Box;327;1676443
KARAWANG;KABUPATEN PEKALONGAN;Engkel Pickup;327;1767228
KARAWANG;KABUPATEN PEKALONGAN;Tronton Wing Box;327;4721000
KARAWANG;KABUPATEN PEKALONGAN;Tronton Bak;327;4721000
KARAWANG;KABUPATEN GUNUNG KIDUL;Ekonomi;531;1621784
KARAWANG;KABUPATEN GUNUNG KIDUL;MPV;531;1631784
KARAWANG;KABUPATEN GUNUNG KIDUL;Van;531;1800560
KARAWANG;KABUPATEN GUNUNG KIDUL;Double Engkel Box;531;2674284
KARAWANG;KABUPATEN GUNUNG KIDUL;Double Engkel Pickup;531;2674284
KARAWANG;KABUPATEN GUNUNG KIDUL;CDD Long;531;3154200
KARAWANG;KABUPATEN GUNUNG KIDUL;Small Box;531;1887012
KARAWANG;KABUPATEN GUNUNG KIDUL;L300 Box;531;1947012
KARAWANG;KABUPATEN GUNUNG KIDUL;Pickup;531;1820200
KARAWANG;KABUPATEN GUNUNG KIDUL;Fuso Box;531;4840000
KARAWANG;KABUPATEN GUNUNG KIDUL;Fuso Bak;531;4840000
KARAWANG;KABUPATEN GUNUNG KIDUL;Tronton Box;531;6353000
KARAWANG;KABUPATEN GUNUNG KIDUL;Engkel Box;531;2398400
KARAWANG;KABUPATEN GUNUNG KIDUL;Engkel Pickup;531;2389400
KARAWANG;KABUPATEN GUNUNG KIDUL;Tronton Wing Box;531;6353000
KARAWANG;KABUPATEN GUNUNG KIDUL;Tronton Bak;531;6353000
KARAWANG;KABUPATEN MADIUN;Ekonomi;602;1808088
KARAWANG;KABUPATEN MADIUN;MPV;602;1818088
KARAWANG;KABUPATEN MADIUN;Van;602;2013560
KARAWANG;KABUPATEN MADIUN;Double Engkel Box;602;2927328
KARAWANG;KABUPATEN MADIUN;Double Engkel Pickup;602;2927328
KARAWANG;KABUPATEN MADIUN;CDD Long;602;3381400
KARAWANG;KABUPATEN MADIUN;Small Box;602;2096604
KARAWANG;KABUPATEN MADIUN;L300 Box;602;2156604
KARAWANG;KABUPATEN MADIUN;Pickup;602;2026100
KARAWANG;KABUPATEN MADIUN;Fuso Box;602;5195000
KARAWANG;KABUPATEN MADIUN;Fuso Bak;602;5195000
KARAWANG;KABUPATEN MADIUN;Tronton Box;602;6917000
KARAWANG;KABUPATEN MADIUN;Engkel Box;602;2646900
KARAWANG;KABUPATEN MADIUN;Engkel Pickup;602;2531400
KARAWANG;KABUPATEN MADIUN;Tronton Wing Box;602;6917000
KARAWANG;KABUPATEN MADIUN;Tronton Bak;602;6917000
KARAWANG;KOTA PEKALONGAN;Ekonomi;318;1062832
KARAWANG;KOTA PEKALONGAN;MPV;318;1072832
KARAWANG;KOTA PEKALONGAN;Van;318;1161560
KARAWANG;KOTA PEKALONGAN;Double Engkel Box;318;1915152
KARAWANG;KOTA PEKALONGAN;Double Engkel Pickup;318;1915152
KARAWANG;KOTA PEKALONGAN;CDD Long;318;2382400
KARAWANG;KOTA PEKALONGAN;Small Box;318;1258236
KARAWANG;KOTA PEKALONGAN;L300 Box;318;1318236
KARAWANG;KOTA PEKALONGAN;Pickup;318;1202500
KARAWANG;KOTA PEKALONGAN;Fuso Box;318;3543800
KARAWANG;KOTA PEKALONGAN;Fuso Bak;318;3543800
KARAWANG;KOTA PEKALONGAN;Tronton Box;318;4649000
KARAWANG;KOTA PEKALONGAN;Engkel Box;318;1643962
KARAWANG;KOTA PEKALONGAN;Engkel Pickup;318;1735152
KARAWANG;KOTA PEKALONGAN;Tronton Wing Box;318;4649000
KARAWANG;KOTA PEKALONGAN;Tronton Bak;318;4649000
KARAWANG;CILACAP;Ekonomi;355;1159920
KARAWANG;CILACAP;MPV;355;1169920
KARAWANG;CILACAP;Van;355;1272560
KARAWANG;CILACAP;Double Engkel Box;355;2047020
KARAWANG;CILACAP;Double Engkel Pickup;355;2047020
KARAWANG;CILACAP;CDD Long;355;2541500
KARAWANG;CILACAP;Small Box;355;1367460
KARAWANG;CILACAP;L300 Box;355;1427460
KARAWANG;CILACAP;Pickup;355;1309800
KARAWANG;CILACAP;Fuso Box;355;3788000
KARAWANG;CILACAP;Fuso Bak;355;3788000
KARAWANG;CILACAP;Tronton Box;355;4945000
KARAWANG;CILACAP;Engkel Box;355;1777495
KARAWANG;CILACAP;Engkel Pickup;355;1867020
KARAWANG;CILACAP;Tronton Wing Box;355;4945000
KARAWANG;CILACAP;Tronton Bak;355;4945000
KARAWANG;SURADE;Ekonomi;207;744412
KARAWANG;SURADE;MPV;207;754412
KARAWANG;SURADE;Van;207;828560
KARAWANG;SURADE;Double Engkel Box;207;1482720
KARAWANG;SURADE;Double Engkel Pickup;207;1482720
KARAWANG;SURADE;CDD Long;207;1835350
KARAWANG;SURADE;Small Box;207;899967
KARAWANG;SURADE;L300 Box;207;959967
KARAWANG;SURADE;Pickup;207;858745
KARAWANG;SURADE;Fuso Box;207;2792600
KARAWANG;SURADE;Fuso Bak;207;2792600
KARAWANG;SURADE;Tronton Box;207;3649400
KARAWANG;SURADE;Engkel Box;207;1206070
KARAWANG;SURADE;Engkel Pickup;207;1302720
KARAWANG;SURADE;Tronton Wing Box;207;3649400
KARAWANG;SURADE;Tronton Bak;207;3649400
KARAWANG;KAB BEKASI;Ekonomi;24;116000
KARAWANG;KAB BEKASI;MPV;24;126000
KARAWANG;KAB BEKASI;Van;24;165800
KARAWANG;KAB BEKASI;Double Engkel Box;24;558000
KARAWANG;KAB BEKASI;Double Engkel Pickup;24;558000
KARAWANG;KAB BEKASI;CDD Long;24;842000
KARAWANG;KAB BEKASI;Small Box;24;193000
KARAWANG;KAB BEKASI;L300 Box;24;253000
KARAWANG;KAB BEKASI;Pickup;24;183200
KARAWANG;KAB BEKASI;Fuso Box;24;1212000
KARAWANG;KAB BEKASI;Fuso Bak;24;1212000
KARAWANG;KAB BEKASI;Tronton Box;24;1854000
KARAWANG;KAB BEKASI;Engkel Box;24;342000
KARAWANG;KAB BEKASI;Engkel Pickup;24;378000
KARAWANG;KAB BEKASI;Tronton Wing Box;24;1854000
KARAWANG;KAB BEKASI;Tronton Bak;24;1854000
KARAWANG;KABUPATEN PACITAN;Ekonomi;595;1789720
KARAWANG;KABUPATEN PACITAN;MPV;595;1799720
KARAWANG;KABUPATEN PACITAN;Van;595;1992560
KARAWANG;KABUPATEN PACITAN;Double Engkel Box;595;2902380
KARAWANG;KABUPATEN PACITAN;Double Engkel Pickup;595;2902380
KARAWANG;KABUPATEN PACITAN;CDD Long;595;3359000
KARAWANG;KABUPATEN PACITAN;Small Box;595;2075940
KARAWANG;KABUPATEN PACITAN;L300 Box;595;2135940
KARAWANG;KABUPATEN PACITAN;Pickup;595;2005800
KARAWANG;KABUPATEN PACITAN;Fuso Box;595;5160000
KARAWANG;KABUPATEN PACITAN;Fuso Bak;595;5160000
KARAWANG;KABUPATEN PACITAN;Tronton Box;595;6865000
KARAWANG;KABUPATEN PACITAN;Engkel Box;595;2622400
KARAWANG;KABUPATEN PACITAN;Engkel Pickup;595;2517400
KARAWANG;KABUPATEN PACITAN;Tronton Wing Box;595;6865000
KARAWANG;KABUPATEN PACITAN;Tronton Bak;595;6865000
KARAWANG;KAB PURWAKARTA;Ekonomi;41;184000
KARAWANG;KAB PURWAKARTA;MPV;41;194000
KARAWANG;KAB PURWAKARTA;Van;41;237200
KARAWANG;KAB PURWAKARTA;Double Engkel Box;41;677000
KARAWANG;KAB PURWAKARTA;Double Engkel Pickup;41;677000
KARAWANG;KAB PURWAKARTA;CDD Long;41;978000
KARAWANG;KAB PURWAKARTA;Small Box;41;269500
KARAWANG;KAB PURWAKARTA;L300 Box;41;329500
KARAWANG;KAB PURWAKARTA;Pickup;41;256300
KARAWANG;KAB PURWAKARTA;Fuso Box;41;1433000
KARAWANG;KAB PURWAKARTA;Fuso Bak;41;1433000
KARAWANG;KAB PURWAKARTA;Tronton Box;41;2083500
KARAWANG;KAB PURWAKARTA;Engkel Box;41;435500
KARAWANG;KAB PURWAKARTA;Engkel Pickup;41;497000
KARAWANG;KAB PURWAKARTA;Tronton Wing Box;41;2083500
KARAWANG;KAB PURWAKARTA;Tronton Bak;41;2083500
KARAWANG;MAJALENGKA;Ekonomi;186;678640
KARAWANG;MAJALENGKA;MPV;186;688640
KARAWANG;MAJALENGKA;Van;186;759932
KARAWANG;MAJALENGKA;Double Engkel Box;186;1393400
KARAWANG;MAJALENGKA;Double Engkel Pickup;186;1393400
KARAWANG;MAJALENGKA;CDD Long;186;1737000
KARAWANG;MAJALENGKA;Small Box;186;825970
KARAWANG;MAJALENGKA;L300 Box;186;885970
KARAWANG;MAJALENGKA;Pickup;186;788038
KARAWANG;MAJALENGKA;Fuso Box;186;2638600
KARAWANG;MAJALENGKA;Fuso Bak;186;2638600
KARAWANG;MAJALENGKA;Tronton Box;186;3456200
KARAWANG;MAJALENGKA;Engkel Box;186;1115630
KARAWANG;MAJALENGKA;Engkel Pickup;186;1213400
KARAWANG;MAJALENGKA;Tronton Wing Box;186;3456200
KARAWANG;MAJALENGKA;Tronton Bak;186;3456200
KARAWANG;KABUPATEN CIAMIS;Ekonomi;223;791068
KARAWANG;KABUPATEN CIAMIS;MPV;223;801068
KARAWANG;KABUPATEN CIAMIS;Van;223;876560
KARAWANG;KABUPATEN CIAMIS;Double Engkel Box;223;1546080
KARAWANG;KABUPATEN CIAMIS;Double Engkel Pickup;223;1546080
KARAWANG;KABUPATEN CIAMIS;CDD Long;223;1916150
KARAWANG;KABUPATEN CIAMIS;Small Box;223;952463
KARAWANG;KABUPATEN CIAMIS;L300 Box;223;1012463
KARAWANG;KABUPATEN CIAMIS;Pickup;223;908905
KARAWANG;KABUPATEN CIAMIS;Fuso Box;223;2901400
KARAWANG;KABUPATEN CIAMIS;Fuso Bak;223;2901400
KARAWANG;KABUPATEN CIAMIS;Tronton Box;223;3796600
KARAWANG;KABUPATEN CIAMIS;Engkel Box;223;1270230
KARAWANG;KABUPATEN CIAMIS;Engkel Pickup;223;1366080
KARAWANG;KABUPATEN CIAMIS;Tronton Wing Box;223;3796600
KARAWANG;KABUPATEN CIAMIS;Tronton Bak;223;3796600
KARAWANG;KOTA BOGOR;Ekonomi;82;335200
KARAWANG;KOTA BOGOR;MPV;82;345200
KARAWANG;KOTA BOGOR;Van;82;395960
KARAWANG;KOTA BOGOR;Double Engkel Box;82;916000
KARAWANG;KOTA BOGOR;Double Engkel Pickup;82;916000
KARAWANG;KOTA BOGOR;CDD Long;82;1242000
KARAWANG;KOTA BOGOR;Small Box;82;439600
KARAWANG;KOTA BOGOR;L300 Box;82;499600
KARAWANG;KOTA BOGOR;Pickup;82;418840
KARAWANG;KOTA BOGOR;Fuso Box;82;1828400
KARAWANG;KOTA BOGOR;Fuso Bak;82;1828400
KARAWANG;KOTA BOGOR;Tronton Box;82;2499400
KARAWANG;KOTA BOGOR;Engkel Box;82;643400
KARAWANG;KOTA BOGOR;Engkel Pickup;82;736000
KARAWANG;KOTA BOGOR;Tronton Wing Box;82;2499400
KARAWANG;KOTA BOGOR;Tronton Bak;82;2499400
KARAWANG;KOTA BATU;Ekonomi;735;2157080
KARAWANG;KOTA BATU;MPV;735;2167080
KARAWANG;KOTA BATU;Van;735;2412560
KARAWANG;KOTA BATU;Double Engkel Box;735;3401340
KARAWANG;KOTA BATU;Double Engkel Pickup;735;3401340
KARAWANG;KOTA BATU;CDD Long;735;3807000
KARAWANG;KOTA BATU;Small Box;735;2489220
KARAWANG;KOTA BATU;L300 Box;735;2549220
KARAWANG;KOTA BATU;Pickup;735;2411800
KARAWANG;KOTA BATU;Fuso Box;735;5860000
KARAWANG;KOTA BATU;Fuso Bak;735;5860000
KARAWANG;KOTA BATU;Tronton Box;735;7715000
KARAWANG;KOTA BATU;Engkel Box;735;3112400
KARAWANG;KOTA BATU;Engkel Pickup;735;2797400
KARAWANG;KOTA BATU;Tronton Wing Box;735;7715000
KARAWANG;KOTA BATU;Tronton Bak;735;7715000
KARAWANG;KARANGNUNGGAL;Ekonomi;253;878548
KARAWANG;KARANGNUNGGAL;MPV;253;888548
KARAWANG;KARANGNUNGGAL;Van;253;966560
KARAWANG;KARANGNUNGGAL;Double Engkel Box;253;1664880
KARAWANG;KARANGNUNGGAL;Double Engkel Pickup;253;1664880
KARAWANG;KARANGNUNGGAL;CDD Long;253;2067650
KARAWANG;KARANGNUNGGAL;Small Box;253;1050893
KARAWANG;KARANGNUNGGAL;L300 Box;253;1110893
KARAWANG;KARANGNUNGGAL;Pickup;253;1002955
KARAWANG;KARANGNUNGGAL;Fuso Box;253;3105400
KARAWANG;KARANGNUNGGAL;Fuso Bak;253;3105400
KARAWANG;KARANGNUNGGAL;Tronton Box;253;4072600
KARAWANG;KARANGNUNGGAL;Engkel Box;253;1390530
KARAWANG;KARANGNUNGGAL;Engkel Pickup;253;1484880
KARAWANG;KARANGNUNGGAL;Tronton Wing Box;253;4072600
KARAWANG;KARANGNUNGGAL;Tronton Bak;253;4072600
KARAWANG;SUMEDANG;Ekonomi;123;474520
KARAWANG;SUMEDANG;MPV;123;484520
KARAWANG;SUMEDANG;Van;123;545606
KARAWANG;SUMEDANG;Double Engkel Box;123;1116200
KARAWANG;SUMEDANG;Double Engkel Pickup;123;1116200
KARAWANG;SUMEDANG;CDD Long;123;1453500
KARAWANG;SUMEDANG;Small Box;123;596335
KARAWANG;SUMEDANG;L300 Box;123;656335
KARAWANG;SUMEDANG;Pickup;123;568609
KARAWANG;SUMEDANG;Fuso Box;123;2159800
KARAWANG;SUMEDANG;Fuso Bak;123;2159800
KARAWANG;SUMEDANG;Tronton Box;123;2876600
KARAWANG;SUMEDANG;Engkel Box;123;834965
KARAWANG;SUMEDANG;Engkel Pickup;123;936200
KARAWANG;SUMEDANG;Tronton Wing Box;123;2876600
KARAWANG;SUMEDANG;Tronton Bak;123;2876600
KARAWANG;KAB BANJARNEGARA;Ekonomi;368;1194032
KARAWANG;KAB BANJARNEGARA;MPV;368;1204032
KARAWANG;KAB BANJARNEGARA;Van;368;1311560
KARAWANG;KAB BANJARNEGARA;Double Engkel Box;368;2093352
KARAWANG;KAB BANJARNEGARA;Double Engkel Pickup;368;2093352
KARAWANG;KAB BANJARNEGARA;CDD Long;368;2597400
KARAWANG;KAB BANJARNEGARA;Small Box;368;1405836
KARAWANG;KAB BANJARNEGARA;L300 Box;368;1465836
KARAWANG;KAB BANJARNEGARA;Pickup;368;1347500
KARAWANG;KAB BANJARNEGARA;Fuso Box;368;3873800
KARAWANG;KAB BANJARNEGARA;Fuso Bak;368;3873800
KARAWANG;KAB BANJARNEGARA;Tronton Box;368;5049000
KARAWANG;KAB BANJARNEGARA;Engkel Box;368;1824412
KARAWANG;KAB BANJARNEGARA;Engkel Pickup;368;1913352
KARAWANG;KAB BANJARNEGARA;Tronton Wing Box;368;5049000
KARAWANG;KAB BANJARNEGARA;Tronton Bak;368;5049000
KARAWANG;KOTA YOGYAKARTA;Ekonomi;490;1514200
KARAWANG;KOTA YOGYAKARTA;MPV;490;1524200
KARAWANG;KOTA YOGYAKARTA;Van;490;1677560
KARAWANG;KOTA YOGYAKARTA;Double Engkel Box;490;2528160
KARAWANG;KOTA YOGYAKARTA;Double Engkel Pickup;490;2528160
KARAWANG;KOTA YOGYAKARTA;CDD Long;490;3023000
KARAWANG;KOTA YOGYAKARTA;Small Box;490;1765980
KARAWANG;KOTA YOGYAKARTA;L300 Box;490;1825980
KARAWANG;KOTA YOGYAKARTA;Pickup;490;1701300
KARAWANG;KOTA YOGYAKARTA;Fuso Box;490;4625000
KARAWANG;KOTA YOGYAKARTA;Fuso Bak;490;4625000
KARAWANG;KOTA YOGYAKARTA;Tronton Box;490;6025000
KARAWANG;KOTA YOGYAKARTA;Engkel Box;490;2254900
KARAWANG;KOTA YOGYAKARTA;Engkel Pickup;490;2297400
KARAWANG;KOTA YOGYAKARTA;Tronton Wing Box;490;6025000
KARAWANG;KOTA YOGYAKARTA;Tronton Bak;490;6025000
KARAWANG;KABUPATEN BREBES;Ekonomi;240;840640
KARAWANG;KABUPATEN BREBES;MPV;240;850640
KARAWANG;KABUPATEN BREBES;Van;240;927560
KARAWANG;KABUPATEN BREBES;Double Engkel Box;240;1613400
KARAWANG;KABUPATEN BREBES;Double Engkel Pickup;240;1613400
KARAWANG;KABUPATEN BREBES;CDD Long;240;2002000
KARAWANG;KABUPATEN BREBES;Small Box;240;1008240
KARAWANG;KABUPATEN BREBES;L300 Box;240;1068240
KARAWANG;KABUPATEN BREBES;Pickup;240;962200
KARAWANG;KABUPATEN BREBES;Fuso Box;240;3017000
KARAWANG;KABUPATEN BREBES;Fuso Bak;240;3017000
KARAWANG;KABUPATEN BREBES;Tronton Box;240;3953000
KARAWANG;KABUPATEN BREBES;Engkel Box;240;1338400
KARAWANG;KABUPATEN BREBES;Engkel Pickup;240;1433400
KARAWANG;KABUPATEN BREBES;Tronton Wing Box;240;3953000
KARAWANG;KABUPATEN BREBES;Tronton Bak;240;3953000
KARAWANG;KABUPATEN KEBUMEN;Ekonomi;396;1267504
KARAWANG;KABUPATEN KEBUMEN;MPV;396;1277504
KARAWANG;KABUPATEN KEBUMEN;Van;396;1395560
KARAWANG;KABUPATEN KEBUMEN;Double Engkel Box;396;2193144
KARAWANG;KABUPATEN KEBUMEN;Double Engkel Pickup;396;2193144
KARAWANG;KABUPATEN KEBUMEN;CDD Long;396;2717800
KARAWANG;KABUPATEN KEBUMEN;Small Box;396;1488492
KARAWANG;KABUPATEN KEBUMEN;L300 Box;396;1548492
KARAWANG;KABUPATEN KEBUMEN;Pickup;396;1428700
KARAWANG;KABUPATEN KEBUMEN;Fuso Box;396;4058600
KARAWANG;KABUPATEN KEBUMEN;Fuso Bak;396;4058600
KARAWANG;KABUPATEN KEBUMEN;Tronton Box;396;5273000
KARAWANG;KABUPATEN KEBUMEN;Engkel Box;396;1925464
KARAWANG;KABUPATEN KEBUMEN;Engkel Pickup;396;2013144
KARAWANG;KABUPATEN KEBUMEN;Tronton Wing Box;396;5273000
KARAWANG;KABUPATEN KEBUMEN;Tronton Bak;396;5273000
KARAWANG;BATANG;Ekonomi;341;1123184
KARAWANG;BATANG;MPV;341;1133184
KARAWANG;BATANG;Van;341;1230560
KARAWANG;BATANG;Double Engkel Box;341;1997124
KARAWANG;BATANG;Double Engkel Pickup;341;1997124
KARAWANG;BATANG;CDD Long;341;2481300
KARAWANG;BATANG;Small Box;341;1326132
KARAWANG;BATANG;L300 Box;341;1386132
KARAWANG;BATANG;Pickup;341;1269200
KARAWANG;BATANG;Fuso Box;341;3695600
KARAWANG;BATANG;Fuso Bak;341;3695600
KARAWANG;BATANG;Tronton Box;341;4833000
KARAWANG;BATANG;Engkel Box;341;1726969
KARAWANG;BATANG;Engkel Pickup;341;1817124
KARAWANG;BATANG;Tronton Wing Box;341;4833000
KARAWANG;BATANG;Tronton Bak;341;4833000
KARAWANG;KOTA JAKARTA BARAT;Ekonomi;71;295600
KARAWANG;KOTA JAKARTA BARAT;MPV;71;305600
KARAWANG;KOTA JAKARTA BARAT;Van;71;354380
KARAWANG;KOTA JAKARTA BARAT;Double Engkel Box;71;855500
KARAWANG;KOTA JAKARTA BARAT;Double Engkel Pickup;71;855500
KARAWANG;KOTA JAKARTA BARAT;CDD Long;71;1176000
